accession_name	food_name	main_ingredient	ingredient_group	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR17227787	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS04-29__bin.9	Vreelandella sp030440445	0.0043	96.35	0.148	99.85632184	0.862068966	70	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227787	cheese	milk	Dairy	DeFilippisF_xxxx__DF_114__bin.22	Glutamicibacter bergerei	0.0028	98.08	0.123	93.54521625	0.458715596	107	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227787	cheese	milk	Dairy	CM_UNINA_FFOOD__FFOOD_227__bin.5	Corynebacterium casei	0.0021	99.69	0.119	99.05	0.06	156	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
SRR17227787	cheese	milk	Dairy	MacoriG_2019__CS_R42__bin.6	Vibrio toranzoniae	0.0035	96.07	0.115	99.57	0.74	141	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227787	cheese	milk	Dairy	DeFilippisF_xxxx__DF_28__bin.4	Pseudomonas E proteolytica	0.004	97.1	0.105	93.73233198	1.041666667	534	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
SRR17227787	cheese	milk	Dairy	MASTER_WP4_UNINA_1__TA012_71775__bin.5	Vagococcus D salmoninarum	0.0013	97.59	0.065	99.30939227	0.552486188	34	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_D
SRR17227787	cheese	milk	Dairy	We5_bin.circ.8	Leucobacter sp001482305	0.0011	100	0.047	98.54	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Leucobacter
SRR17227787	cheese	milk	Dairy	We4_bin.full.28	Mesonia profundi	0.001	98.46	0.044	99.11	0.57	3	Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia
SRR17227787	cheese	milk	Dairy	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0031	99.93	0.043	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR17227787	cheese	milk	Dairy	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0022	95.98	0.031	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR17227787	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-03-M6__bin.13	Cobetia marina	5e-4	99.14	0.024	89.37329537	0.355603448	422	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Cobetia
SRR17227787	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0017	96.88	0.02	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR17227787	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS11-22__bin.20	Vreelandella titanicae	6e-4	99.58	0.018	98.7625139	0.456389452	70	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227788	cheese	milk	Dairy	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	44.6115	99.82	408	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR17227788	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	43.6046	99.64	305	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR17227788	cheese	milk	Dairy	FalardeauJ_2023__SRR20811282__bin.3	Pseudoalteromonas nigrifaciens	7.9781	99.64	228	99.98	0.09	101	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227788	cheese	milk	Dairy	Wy2_bin.circ.1	Streptococcus thermophilus	1.1725	100	69	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR17227788	cheese	milk	Dairy	Wy2_bin.circ.5	Psychrobacter spp.	0.3472	100	11.422	99.95	0.97	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	We2_bin.full.36	Pseudoalteromonas prydzensis	0.528	100	11.216	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227788	cheese	milk	Dairy	182	Psychrobacter cibarius A	0.3683	99.96	11.136	100	0.55	14	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	We2_bin.full.44	Vibrio spp.	0.3212	100	8.955	96.08	1.45	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227788	cheese	milk	Dairy	Wy2_bin.circ.3	Hafnia alvei B	0.2623	99.98	5.703	100	0.34	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia
SRR17227788	cheese	milk	Dairy	181	Psychrobacter sp014861395	0.1944	99.79	5.665	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	O4_bin.circ.1	Psychrobacter alimentarius	0.1684	99.88	5.419	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS01-22__bin.24	Psychrobacter aquimaris	0.0446	97.75	1.564	98.41329592	0.686813187	112	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	MAG_501	Lactococcus lactis	0.0285	99.45	1.348	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR17227788	cheese	milk	Dairy	We2_bin.circ.8	Vibrio spp.	0.0262	99.9	1.071	85.86	0.09	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227788	cheese	milk	Dairy	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0804	99.55	1.036	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR17227788	cheese	milk	Dairy	FontanaF_2023__SRR20746951__bin.4	Lacticaseibacillus paracasei	0.0207	98.76	0.796	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
SRR17227788	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS06-22__bin.15	Marinomonas polaris	0.0299	98.6	0.697	93.3885142	2.407520948	685	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas
SRR17227788	cheese	milk	Dairy	180	Psychrobacter namhaensis	0.0183	99.82	0.63	99.73	0.55	6	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0586	99.88	0.606	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR17227788	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-03-M6__bin.13	Cobetia marina	0.0162	99.17	0.546	89.37329537	0.355603448	422	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Cobetia
SRR17227788	cheese	milk	Dairy	178	Staphylococcus carnosus	0.0125	97.59	0.53	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227788	cheese	milk	Dairy	MAG_180	Staphylococcus carnosus	0.0054	99.79	0.451	52.87	6.41	482	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227788	cheese	milk	Dairy	ODFM-BA-A-0160-001_Vibrio_casei_JB196	Vibrio casei	0.0163	98.81	0.444	96.01	0.84	9	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227788	cheese	milk	Dairy	175	Psychrobacter sp900163785	0.0133	98.6	0.424	99.73	0.88	15	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227788	cheese	milk	Dairy	We6_bin.circ.9	Brevibacterium aurantiacum	0.0171	98.62	0.422	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium
SRR17227788	cheese	milk	Dairy	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0166	99.44	0.161	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR17227788	cheese	milk	Dairy	MAG_323	Glutamicibacter arilaitensis	0.0046	99.92	0.137	99.74	0	89	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227788	cheese	milk	Dairy	FalardeauJ_2023__SRR20811293__bin.2	Vreelandella citrativorans	0.0031	99.88	0.094	99.94	0.36	54	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227788	cheese	milk	Dairy	YangC_2021__SRR13259378__bin.4	Staphylococcus equorum	0.0018	96.04	0.069	99.93	0.07	102	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227788	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0076	99.03	0.066	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR17227788	cheese	milk	Dairy	DeFilippisF_xxxx__DF_114__bin.22	Glutamicibacter bergerei	0.0014	96.06	0.044	93.54521625	0.458715596	107	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227788	cheese	milk	Dairy	FalardeauJ_2023__SRR20811285__bin.2	Staphylococcus xylosus	0.001	100	0.039	100	0.06	20	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227788	cheese	milk	Dairy	MASTER_WP4_UNINA_2__O-30__bin.13	Penicillium camemberti	0.0112	100	0.037	96	0.1	842	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
SRR17227788	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42	Fusarium domesticum	0.0084	96.37	0.032	95.6	0.1	799	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium
SRR17227800	cheese	milk	Dairy	181	Psychrobacter sp014861395	65.7337	100	2123	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227800	cheese	milk	Dairy	FalardeauJ_2023__SRR20811293__bin.2	Vreelandella citrativorans	20.048	99.93	668	99.94	0.36	54	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227800	cheese	milk	Dairy	Wy5_bin.lin.34	Psychrobacter sp030457785	4.4802	99.86	168	99.45	0.9	3	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227800	cheese	milk	Dairy	We2_bin.full.36	Pseudoalteromonas prydzensis	4.1195	100	97	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227800	cheese	milk	Dairy	182	Psychrobacter cibarius A	0.8952	99.95	30	100	0.55	14	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227800	cheese	milk	Dairy	ODFM-BA-A-0160-001_Vibrio_casei_JB196	Vibrio casei	0.6311	98.91	19	96.01	0.84	9	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227800	cheese	milk	Dairy	Wy2_bin.circ.1	Streptococcus thermophilus	0.2913	100	19	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR17227800	cheese	milk	Dairy	WolfeBE_2014__679_Raclette__bin.1	Marinobacter spp.	0.2397	99.52	15	58.10344828	0	573	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter
SRR17227800	cheese	milk	Dairy	We4_bin.full.28	Mesonia profundi	0.4096	100	14.648	99.11	0.57	3	Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia
SRR17227800	cheese	milk	Dairy	We2_bin.full.44	Vibrio spp.	0.3937	100	12.164	96.08	1.45	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-12D__bin.20	Marinobacter spp.	0.3321	98.56	11.039	96.44396552	0	109	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter
SRR17227800	cheese	milk	Dairy	O4_bin.circ.1	Psychrobacter alimentarius	0.3008	99.92	10.73	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227800	cheese	milk	Dairy	MASTER_WP4_UNINA_1__TA012_71775__bin.5	Vagococcus D salmoninarum	0.1703	98.95	6.839	99.30939227	0.552486188	34	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_D
SRR17227800	cheese	milk	Dairy	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.5882	99.79	5.963	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR17227800	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.7539	99.39	5.845	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR17227800	cheese	milk	Dairy	160	Microbacterium gubbeenense	0.0755	99.69	2.942	99.33	0.51	3	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium
SRR17227800	cheese	milk	Dairy	Wy2_bin.circ.3	Hafnia alvei B	0.1169	99.71	2.817	100	0.34	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia
SRR17227800	cheese	milk	Dairy	FalardeauJ_2023__SRR20811282__bin.3	Pseudoalteromonas nigrifaciens	0.0604	98.9	1.912	99.98	0.09	101	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227800	cheese	milk	Dairy	FontanaF_2023__SRR20746951__bin.4	Lacticaseibacillus paracasei	0.0376	98.82	1.603	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
SRR17227800	cheese	milk	Dairy	183	Brachybacterium spp.	0.0603	99.97	1.584	99.42	0.88	4	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-15-M12__bin.17	Alkalibacterium gilvum	0.0269	99.25	1.547	97.81420765	1.821493625	97	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium
SRR17227800	cheese	milk	Dairy	We6_bin.circ.9	Brevibacterium aurantiacum	0.047	99.91	1.288	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium
SRR17227800	cheese	milk	Dairy	We2_bin.circ.8	Vibrio spp.	0.0193	99.91	0.877	85.86	0.09	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227800	cheese	milk	Dairy	MAG_323	Glutamicibacter arilaitensis	0.0235	99.21	0.783	99.74	0	89	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-16-M16__bin.2	Ruoffia tabacinasalis	0.0128	97.96	0.694	97.81420765	0.819672131	105	Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Ruoffia
SRR17227800	cheese	milk	Dairy	Wy2_bin.circ.5	Psychrobacter spp.	0.0161	99.77	0.587	99.95	0.97	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227800	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS01-22__bin.24	Psychrobacter aquimaris	0.0132	97.48	0.512	98.41329592	0.686813187	112	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_2__VB11-29__bin.23	Brachybacterium sp030457675	0.0105	99.14	0.394	92.90448343	0	305	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium
SRR17227800	cheese	milk	Dairy	MAG_465	Vreelandella spp.	0.0082	95.47	0.327	51.72	5.17	448	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227800	cheese	milk	Dairy	DeFilippisF_xxxx__DF_100__bin.17	Marinilactibacillus psychrotolerans	0.0065	97.16	0.321	98.36065574	1.548269581	77	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus
SRR17227800	cheese	milk	Dairy	MAG_501	Lactococcus lactis	0.0059	99.48	0.308	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR17227800	cheese	milk	Dairy	DeFilippisF_xxxx__DF_11__bin.19	Marinilactibacillus psychrotolerans	0.0032	98.83	0.303	53.73563218	1.149425287	486	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus
SRR17227800	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS04-29__bin.9	Vreelandella sp030440445	0.0094	97.03	0.258	99.85632184	0.862068966	70	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227800	cheese	milk	Dairy	CM_UNINA_FFOOD__FFOOD_227__bin.5	Corynebacterium casei	0.0055	99.39	0.252	99.05	0.06	156	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
SRR17227800	cheese	milk	Dairy	MASTER_WP4_UNINA_1__TA011_71775__bin.29	Carnobacterium A mobile	0.0039	98.39	0.201	97.4175921	3.005464481	132	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium_A
SRR17227800	cheese	milk	Dairy	178	Staphylococcus carnosus	0.0041	98.99	0.192	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-14D__bin.48	Vreelandella spp.	0.0053	99.36	0.191	99.13793103	0.75811359	114	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227800	cheese	milk	Dairy	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0102	99.72	0.146	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR17227800	cheese	milk	Dairy	WolfeBE_2014__491_Bayley__bin.8	Brachybacterium alimentarium	0.0028	98.85	0.085	100	0.584795322	204	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium
SRR17227800	cheese	milk	Dairy	DeFilippisF_xxxx__DF_114__bin.22	Glutamicibacter bergerei	0.0022	97.54	0.078	93.54521625	0.458715596	107	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227800	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS06-22__bin.15	Marinomonas polaris	0.0029	99.4	0.074	93.3885142	2.407520948	685	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas
SRR17227800	cheese	milk	Dairy	We6_bin.circ.8	Leucobacter spp.	0.0022	100	0.067	99.27	1.75	1	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Leucobacter
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-09-AG__bin.31	Psychroflexus halocasei	0.001	97.84	0.05	95.36978043	4.733840304	275	Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus
SRR17227800	cheese	milk	Dairy	We6_bin.full.92	Serratia proteamaculans	0.0021	99.07	0.047	99.65	1.19	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia
SRR17227800	cheese	milk	Dairy	CM_UNINA_FFOOD__FFOOD_329__bin.15	Sphingobacterium sp900163865	0.0014	99.37	0.043	99.96	0.81	181	Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
SRR17227800	cheese	milk	Dairy	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0037	99.17	0.04	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR17227800	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42	Fusarium domesticum	0.0049	99.11	0.02	95.6	0.1	799	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium
SRR17227800	cheese	milk	Dairy	KastmanEK_2016__CSB720__bin.5	Scopulariopsis brevicaulis	0.0045	95.07	0.017	93.5	0.6	604	Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis
SRR17227800	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2598__bin.8	Scopulariopsis spp.	0.0029	96.44	0.012	88.6	0.3	1626	Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis
SRR17227801	cheese	milk	Dairy	181	Psychrobacter sp014861395	57.4983	99.93	1734	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227801	cheese	milk	Dairy	FalardeauJ_2023__SRR20811293__bin.2	Vreelandella citrativorans	20.9883	99.94	653	99.94	0.36	54	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227801	cheese	milk	Dairy	We2_bin.full.36	Pseudoalteromonas prydzensis	12.553	100	276	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227801	cheese	milk	Dairy	Wy5_bin.lin.34	Psychrobacter sp030457785	3.1701	99.85	111	99.45	0.9	3	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227801	cheese	milk	Dairy	We2_bin.full.44	Vibrio spp.	0.7278	99.97	21	96.08	1.45	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227801	cheese	milk	Dairy	ODFM-BA-A-0160-001_Vibrio_casei_JB196	Vibrio casei	0.5692	98.95	16	96.01	0.84	9	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227801	cheese	milk	Dairy	182	Psychrobacter cibarius A	0.4338	99.89	13.573	100	0.55	14	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227801	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	1.6387	99.41	11.863	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR17227801	cheese	milk	Dairy	Wy2_bin.circ.1	Streptococcus thermophilus	0.1843	100	11.223	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR17227801	cheese	milk	Dairy	O4_bin.circ.1	Psychrobacter alimentarius	0.3189	99.94	10.624	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227801	cheese	milk	Dairy	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.8559	99.8	8.101	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR17227801	cheese	milk	Dairy	WolfeBE_2014__679_Raclette__bin.1	Marinobacter spp.	0.0936	99.34	5.471	58.10344828	0	573	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter
SRR17227801	cheese	milk	Dairy	We4_bin.full.28	Mesonia profundi	0.1384	99.95	4.62	99.11	0.57	3	Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia
SRR17227801	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-12D__bin.20	Marinobacter spp.	0.1432	98.36	4.444	96.44396552	0	109	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter
SRR17227801	cheese	milk	Dairy	MASTER_WP4_UNINA_1__TA012_71775__bin.5	Vagococcus D salmoninarum	0.1065	98.29	3.994	99.30939227	0.552486188	34	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_D
SRR17227801	cheese	milk	Dairy	Wy2_bin.circ.3	Hafnia alvei B	0.1551	99.86	3.49	100	0.34	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia
SRR17227801	cheese	milk	Dairy	160	Microbacterium gubbeenense	0.0654	99.98	2.379	99.33	0.51	3	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium
SRR17227801	cheese	milk	Dairy	FalardeauJ_2023__SRR20811282__bin.3	Pseudoalteromonas nigrifaciens	0.0516	98.87	1.525	99.98	0.09	101	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227801	cheese	milk	Dairy	MAG_323	Glutamicibacter arilaitensis	0.0383	99.28	1.194	99.74	0	89	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227801	cheese	milk	Dairy	FontanaF_2023__SRR20746951__bin.4	Lacticaseibacillus paracasei	0.0275	98.86	1.097	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
SRR17227801	cheese	milk	Dairy	We2_bin.circ.8	Vibrio spp.	0.025	100	1.059	85.86	0.09	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227801	cheese	milk	Dairy	183	Brachybacterium spp.	0.0392	99.93	0.962	99.42	0.88	4	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium
