accession_name	food_name	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR25395139	cheese	MilaniC_2019__SRS3591582__bin.17	Wickerhamiella pararugosa	0.025	98.18	0.366	83.2	0.5	163	Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella
SRR25395139	cheese	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0177	99.12	0.19	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR25395139	cheese	MASTER_WP4_TEAGASC_1__TGS02-22__bin.4	Meyerozyma guilliermondii	0.0126	99.64	0.156	94.3	0.1	620	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma
SRR25395139	cheese	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0051	96.24	0.052	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR25395139	cheese	MASTER_WP4_CSIC_2__P2561__bin.3	Candida zeylanoides	0.0023	99.97	0.038	60.9	0	1948	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Kurtzmaniella
SRR25395139	cheese	MASTER_WP4_CSIC_2__P2614__bin.52	Trichosporon ovoides	0.0051	98.37	0.035	68.6	0.6	3056	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR25395159	whey	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0181	99.14	0.047	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395159	whey	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.0174	96.96	0.03	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR25395159	whey	EBC_024.4	Kluyveromyces marxianus	0.0109	99.04	0.029	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395159	whey	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.0118	99.43	0.015	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR25395159	whey	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0068	100	0.015	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR25395225	cheese brine	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.2463	99.81	1.352	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395225	cheese brine	MASTER_WP4_UNINA_2__O-30__bin.13	Penicillium camemberti	0.0025	100	0.005	96	0.1	842	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
SRR25395267	cheese brine	MASTER_WP4_FFoQSI_2__VB10-22__bin.21	unknown spp.	0.005	97.61	0.027	78.5	0.5	56	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;unknown
SRR25395267	cheese brine	EBC_024.4	Kluyveromyces marxianus	0.0035	99.59	0.018	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395271	cheese brine	MASTER_WP4_FFoQSI_2__VB10-22__bin.21	unknown spp.	0.0133	99.76	0.107	78.5	0.5	56	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;unknown
SRR25395274	cheese brine	MASTER_WP4_FFoQSI_2__VB10-22__bin.21	unknown spp.	26.2522	100	233	78.5	0.5	56	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;unknown
SRR25395274	cheese brine	MASTER_WP4_FFoQSI_2__VB10-22__bin.15	Wickerhamiella versatilis	14.8379	100	139	83.2	0.6	42	Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella
SRR25395274	cheese brine	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.0092	98.27	0.068	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395274	cheese brine	AlvarezOrdonezA_xxxx__C02-19__bin.10	Debaryomyces tyrocola	0.0062	97.43	0.058	63.9	3.3	1188	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395290	cheese brine	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.181	99.79	1.779	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395290	cheese brine	MASTER_WP4_CSIC_2__P2596__bin.7	Candida atlantica	0.0047	99.32	0.049	94.9	0	371	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Yamadazyma
SRR25395371	cheese brine	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	7.2143	99.88	41	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395398	whey	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0122	98.89	0.057	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395398	whey	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	0.0083	99.81	0.034	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR25395398	whey	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.0105	97.67	0.024	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR25395482	cheese brine	MASTER_WP4_TEAGASC_1__TGS09-22__bin.4	Yamadazyma triangularis	0.0388	99.76	0.255	93.6	0	394	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Yamadazyma
SRR25395482	cheese brine	MASTER_WP4_FFoQSI_2__VB10-22__bin.21	unknown spp.	0.0227	100	0.155	78.5	0.5	56	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;unknown
SRR25395482	cheese brine	AlvarezOrdonezA_xxxx__C02-19__bin.10	Debaryomyces tyrocola	0.019	99.28	0.136	63.9	3.3	1188	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395490	whey	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.5398	99.88	3.87	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395490	whey	MilaniC_2019__SRS3591582__bin.17	Wickerhamiella pararugosa	0.1169	97.29	0.996	83.2	0.5	163	Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella
SRR25395490	whey	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.08	99.64	0.388	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR25395490	whey	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	0.0399	100	0.253	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR25395490	whey	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0243	99.75	0.251	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR25395490	whey	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.0245	99.51	0.156	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395490	whey	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.0376	100	0.132	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR25395490	whey	GCA_003243815.1_ASM324381v1_genomic	Candida sake	0.0181	99.8	0.096	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR25395490	whey	MASTER_WP4_TEAGASC_1__TGS02-22__bin.4	Meyerozyma guilliermondii	0.0129	99.83	0.093	94.3	0.1	620	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma
SRR25395490	whey	MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.1	Torulaspora quercuum	0.0094	99.12	0.088	72.7	0.1	1994	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR25395490	whey	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0121	96.59	0.076	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR25395490	whey	EBC_024.4	Kluyveromyces marxianus	0.0098	99.58	0.072	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395490	whey	MASTER_WP4_CSIC_2__P2556__bin.21	Candida intermedia	0.0091	99.89	0.054	99.4	0	149	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR25395490	whey	MASTER_WP4_CSIC_2__P2524__bin.3	unknown spp.	0.0058	99.94	0.053	88.9	0.1	423	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;unknown
SRR25395490	whey	MASTER_WP4_CSIC_2__P2596__bin.7	Candida atlantica	0.0073	100	0.049	94.9	0	371	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Yamadazyma
SRR25395490	whey	AlvarezOrdonezA_xxxx__C02-19__bin.10	Debaryomyces tyrocola	0.0056	99.01	0.045	63.9	3.3	1188	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395490	whey	SternesPR_2017__T1D1_A_shotgun__bin.1	Rhodotorula graminis	0.0064	97.31	0.028	57.7	0	4037	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
SRR25395490	whey	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	0.0032	98.66	0.022	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR25395492	cheese brine	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.0056	97.84	0.027	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395512	whey	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.1174	99.49	0.982	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR25395512	whey	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.1548	99.93	0.941	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR25395512	whey	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0154	99.88	0.191	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395512	whey	EBC_024.4	Kluyveromyces marxianus	0.0072	98.06	0.092	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR25395512	whey	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	0.008	99.74	0.088	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR25395512	whey	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0026	98.78	0.046	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR25395512	whey	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.0041	99.15	0.044	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395512	whey	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.004	98.59	0.043	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR25395514	cheese brine	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	5.6482	99.84	27	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25395514	cheese brine	MASTER_WP4_CSIC_2__P2596__bin.7	Candida atlantica	0.0729	99.77	0.369	94.9	0	371	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Yamadazyma
SRR26215780	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	54.1584	99.62	29	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215780	tibicos fig	MortensenS_xxxx__WK040-2-L-08h-03F3_S67__bin.4	Lachancea fermentati	10.3623	99.75	6.694	99.1	0	247	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea
SRR26215780	tibicos fig	MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.1	Torulaspora quercuum	1.3267	99.48	1.054	72.7	0.1	1994	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR26215780	tibicos fig	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.0537	99.46	0.805	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26215780	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	1.2526	99.72	0.757	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26215953	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	3.9048	99.34	4.328	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215954	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	26.3272	99.63	17	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215957	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	8.8187	99.53	6.146	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215957	tibicos fig	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.4508	99.21	0.448	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26215957	tibicos fig	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	0.6783	98.26	0.431	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26215957	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.0653	99.29	0.051	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26215962	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	2.9716	99.51	1.843	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215962	tibicos fig	DuR_2020__DRS139334__bin.19	Pichia kluyveri	0.47	96.26	0.305	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26215962	tibicos fig	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	0.519	98.43	0.294	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26215962	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.3756	99.68	0.263	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26215962	tibicos fig	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.0725	98.34	0.042	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26215964	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	5.524	99.32	3.546	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215964	tibicos fig	DuR_2020__DRS139334__bin.19	Pichia kluyveri	1.7868	98.53	1.202	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26215964	tibicos fig	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	1.6583	98.84	0.971	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26215964	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.8376	99.75	0.607	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26215964	tibicos fig	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.1929	99.25	0.115	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26215964	tibicos fig	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.0152	99.08	0.016	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR26215999	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	32.2047	99.66	15	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26215999	tibicos fig	MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.1	Torulaspora quercuum	5.6271	99.85	3.889	72.7	0.1	1994	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR26215999	tibicos fig	MortensenS_xxxx__WK040-2-L-08h-03F3_S67__bin.4	Lachancea fermentati	0.1988	99.03	0.112	99.1	0	247	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea
SRR26216013	tibicos fig	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	4.5714	99.34	1.945	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26216013	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	4.0874	99.42	1.563	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26216013	tibicos fig	LeechJ_2020__ERS3967714__bin.6	Saccharomyces uvarum	2.6577	99.71	1.109	92.7	2.4	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26216013	tibicos fig	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.5613	99.55	0.852	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26216013	tibicos fig	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.2696	99.16	0.096	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26216013	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.0449	100	0.019	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26216016	tibicos fig	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	Pichia fermentans	22.7854	98.97	3.341	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26216016	tibicos fig	LeechJ_2020__ERS3967714__bin.6	Saccharomyces uvarum	6.0447	99.65	0.869	92.7	2.4	784	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26216016	tibicos fig	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.7741	99.51	0.334	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR26216016	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	1.2597	99.16	0.166	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26216016	tibicos fig	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.4555	98.98	0.056	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26216016	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.298	96.86	0.044	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26216050	tibicos fig	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	10.2076	99.57	6.725	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR26216050	tibicos fig	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	2.3477	99.84	1.746	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR26216050	tibicos fig	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	1.631	98.77	0.98	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR26216050	tibicos fig	MASTER_WP4_TEAGASC_1__TGS05-22__bin.3	Candida boidinii group 1	0.4398	96.63	0.211	80.3	0.2	4091	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea
SRR27593151	wine palm	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	6.3788	99.3	1.933	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593152	fufu	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.292	95.56	0.097	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593152	fufu	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.2678	99.17	0.076	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593152	fufu	EBC_024.4	Kluyveromyces marxianus	0.1936	98.07	0.057	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593152	fufu	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.198	99.54	0.048	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593153	ogi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.3684	99.54	0.141	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593153	ogi	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.1017	95.2	0.034	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593153	ogi	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3	Trichosporon asahii	0.0617	97.67	0.012	65	0.5	4078	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR27593154	ogi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	2.1591	99.56	0.738	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593154	ogi	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.1593	99.11	0.048	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593154	ogi	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.1378	99.5	0.041	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR27593154	ogi	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.1292	98.79	0.033	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593156	gari	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.1176	98.78	0.144	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593156	gari	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.0436	96.93	0.035	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593158	attieke	LeechJ_xxxx__AF82__bin.10	Pichia spp.	8.8618	99.99	6.27	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593158	attieke	MilaniC_2019__SRS3591582__bin.17	Wickerhamiella pararugosa	0.0231	100	0.017	83.2	0.5	163	Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella
SRR27593159	ogiri	EBC_024.4	Kluyveromyces marxianus	0.1636	97.46	0.07	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593159	ogiri	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1729	99	0.06	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593160	mou	EBC_024.4	Kluyveromyces marxianus	41.7434	99.87	44	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593160	mou	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	11.9476	99.87	12.163	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593160	mou	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	4.8129	99.46	4.321	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
