run_accession	study_accession	study_title	experiment_accession	experiment_title	library_strategy	library_selection	library_layout	instrument_model	instrument_model_desc	run_total_bases	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type
SRR25395251	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133535	Industry 21 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	11246729780	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395253	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133533	Industry 21 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8785704147	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395254	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133532	Industry 21 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	25414596073	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395255	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133531	Industry 20 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13313924367	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395256	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133530	Industry 20 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8884129325	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395257	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133529	Industry 20 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6113516093	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395258	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133528	Industry 20 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	22168655693	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395259	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133527	Industry 19 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4863816439	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395260	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133526	Industry 19 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4841466812	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395262	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133524	Industry 19 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3850836437	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395263	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133523	Industry 12 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6276575585	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395267	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133519	Industry VB12 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13303310938	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395268	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133518	Industry 8 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7732495155	whey	whey	Animal	Dairy	milk	whey
SRR25395269	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133517	Industry VB12 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4190590731	whey	whey	Animal	Dairy	milk	whey
SRR25395271	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133515	Industry VB11 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	22191134024	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395272	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133514	Industry VB11 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14993296922	whey	whey	Animal	Dairy	milk	whey
SRR25395274	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133512	Industry VB10 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	16492248102	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395275	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133511	Industry VB10 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10863618320	whey	whey	Animal	Dairy	milk	whey
SRR25395277	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133509	Industry VB09 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3066014936	whey	whey	Animal	Dairy	milk	whey
SRR25395280	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133506	Industry VB08 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5488800401	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395281	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133505	Industry VB08 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13820568452	whey	whey	Animal	Dairy	milk	whey
SRR25395283	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133503	Industry VB07 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3504229576	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395284	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133502	Industry VB07 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4826467075	whey	whey	Animal	Dairy	milk	whey
SRR25395286	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133500	Industry VB06 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14521658889	whey	whey	Animal	Dairy	milk	whey
SRR25395288	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133498	Industry VB05 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	817879258	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395289	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133497	Industry VB05 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	1507026178	whey	whey	Animal	Dairy	milk	whey
SRR25395290	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133496	Industry 8 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	29187528243	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395292	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133494	Industry F - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7623680828	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395295	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133491	Industry E - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7648213497	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395299	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133487	Industry DC18 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3798678682	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395300	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133486	Industry DC18 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	17373668648	whey	whey	Animal	Dairy	milk	whey
SRR25395302	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133484	Industry D - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7591975920	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395303	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133483	Industry VB16 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12000072668	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395304	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133482	Industry VB16 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3525904326	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395305	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133481	Industry VB16 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5114516136	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395307	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133479	Industry VB16 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12466458345	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395308	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133478	Industry VB15 - Final_product - rind C	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7177486600	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395309	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133477	Industry VB15 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	24309496390	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395310	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133476	Industry VB15 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	2139746236	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395311	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133475	Industry VB15 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9885355755	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395312	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133474	Industry VB15 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8185893631	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395313	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133473	Industry VB14 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	17957065649	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395314	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133472	Industry VB14 - Final_product - rind C	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14973730841	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395315	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133471	Industry VB14 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3040479713	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395316	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133470	Industry VB14 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	3834969166	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395318	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133468	Industry VB14 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	18040300849	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395319	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133467	Industry VB13 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13192864526	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395320	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133466	Industry Q05 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9790712312	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395321	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133465	Industry Q05 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7618137973	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395323	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133463	Industry Q05 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7263242688	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395324	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133462	Industry Q05 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8517074482	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395325	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133461	Industry Q04 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7387508818	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395326	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133460	Industry Q04 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9869839205	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395327	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133459	Industry Q04 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9647767663	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395328	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133458	Industry Q04 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8609518672	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395329	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133457	Industry Q03 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7943945143	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395330	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133456	Industry Q03 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10304290348	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395331	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133455	Industry Q03 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7397310719	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395332	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133454	Industry Q03 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9507587751	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395334	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133452	Industry Q02 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9142825369	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395335	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133451	Industry Q02 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7735029815	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395336	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133450	Industry Q02 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7367029745	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395337	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133449	Industry Q02 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9942727269	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395338	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133448	Industry Q01 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8370568758	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395339	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133447	Industry Q01 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9537159933	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395340	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133446	Industry Q01 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9560473452	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395341	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133445	Industry Q01 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9301241406	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395342	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133444	Industry P - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8715100582	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395343	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133443	Industry P - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7889102021	cheese	cheese	Animal	Dairy	milk	cheese
